UAL_promoter,Plate,Well,Strand,Reports_genes,Gene,Operon,Operon_name,Duplicated_reporting,Amplicons
entS,14,B6,1,entS,entS,NA,NA,NA,1
envY,11,E5,-1,"envY,ompT",NA,"envY,ompT",envY-ompT,ompT,1
erfK,4,E12,-1,ldtA,ldtA,NA,NA,NA,1
eutB,2,G7,-1,"eutB,eutC,eutL,eutK,eutR",NA,"eutB,eutC,eutL,eutK,eutR",eutBCLKR,eutR,1
eutN,6,C9,-1,"eutN,eutE,eutJ,eutG",NA,"eutN,eutE,eutJ,eutG",eutNEJG,NA,1
eutR,12,B9,-1,eutR,eutR,NA,NA,eutR,1
eutS,10,D1,-1,"eutS,eutP,eutQ,eutT,eutD,eutM",NA,"eutS,eutP,eutQ,eutT,eutD,eutM",eutSPQTDM,NA,1
evgA,13,E5,1,"evgA,evgS",NA,"evgA,evgS",evgAS,NA,1
exuR,2,F8,1,exuR,exuR,NA,NA,NA,1
fabF,5,G8,1,fabF,fabF,NA,NA,NA,1
fabR,19,G12,1,"fabR,yijD",fabR,"fabR,yijD",fabR-yijD,NA,1
fabZ,5,H2,1,fabZ,fabZ,NA,NA,fabZ,1
fadB,4,G10,-1,"fadB,fadA",NA,"fadB,fadA",fadBA,NA,1
fadE,18,H12,-1,fadE,fadE,NA,NA,NA,1
fadI,6,C2,-1,"fadI,fadJ",NA,"fadI,fadJ",fadIJ,NA,1
fadL,16,G10,1,fadL,fadL,NA,NA,NA,1
fdhD,3,F9,1,fdhD,fdhD,NA,NA,NA,1
fdhF,4,A5,-1,fdhF,fdhF,NA,NA,NA,1
fdnG,3,F2,1,"fdnG,fdnH,fdnI",NA,"fdnG,fdnH,fdnI",fdnGHI,NA,1
fdoG,4,B9,-1,"fdoG,fdoH,fdoI,fdhE",NA,"fdoG,fdoH,fdoI,fdhE",fdoGHI-fdhE,NA,1
fdrA,13,D10,1,"fdrA,ylbE,ylbF,ybcF",NA,"fdrA,ylbE,ylbF,ybcF",fdrA-ylbEF-ybcF,ylbE,1
feaB,3,D7,1,feaB,feaB,NA,NA,NA,1
feaR,3,D12,-1,feaR,feaR,NA,NA,NA,1
fecA,17,A3,-1,"fecA,fecB,fecC,fecD,fecE",NA,"fecA,fecB,fecC,fecD,fecE",fecABCDE,NA,1
fecI,18,B5,-1,"fecI,fecR",NA,"fecI,fecR",fecIR,NA,1
fepA,16,G2,-1,"fepA,entD",NA,"fepA,entD",fepA-entD,entD,1
fepB,15,E9,-1,fepB,fepB,NA,NA,NA,1
fepD,14,G7,-1,"fepD,fepG,fepC",NA,"fepD,fepG,fepC",fepDGC,NA,1
fes,16,E2,1,"fes,ybdZ,entF,fepE",NA,"fes,ybdZ,entF,fepE",fes-ybdZ-entF-fepE,NA,1
fhlA,3,G7,1,fhlA,fhlA,NA,NA,NA,1
fhuA,18,E6,1,"fhuA,fhuC,fhuD,fhuB",NA,"fhuA,fhuC,fhuD,fhuB",fhuACDB,fhuC,1
fhuC,14,E1,1,fhuC,fhuC,NA,NA,fhuC,1
fhuF,4,C11,-1,NA,NA,NA,NA,NA,3
fimD,18,F2,1,fimD,fimD,NA,NA,NA,1
fiu,7,C4,-1,fiu,fiu,NA,NA,NA,1
fixC,2,F6,1,fixC,fixC,NA,NA,NA,1
fklB,8,H9,1,fklB,fklB,NA,NA,NA,1
fkpA,9,E11,-1,fkpA,fkpA,NA,NA,NA,1
fkpB,9,D1,1,fkpB,fkpB,NA,NA,NA,1
fldA,3,H10,-1,"fldA,uof,fur",NA,"fldA,uof,fur",fldA-uof-fur,NA,1
fldB,9,G3,1,fldB,fldB,NA,NA,NA,1
flgA,1,G10,-1,"flgA,flgM,flgN",NA,"flgA,flgM,flgN",flgAMN,flgM,1
flgB,20,B8,1,"flgB,flgC,flgD,flgE,flgF,flgG,flgH,flgI,flgJ",NA,"flgB,flgC,flgD,flgE,flgF,flgG,flgH,flgI,flgJ",flgBCDEFGHIJ,flgH,1
flgH,5,G7,1,flgH,flgH,NA,NA,flgH,1
flgM,20,B2,-1,flgM,flgM,NA,NA,flgM,1
fliA,20,G3,-1,"fliA,fliZ,tcyJ",NA,"fliA,fliZ,tcyJ",fliAZ-tcyJ,NA,1
fliC,1,H10,-1,fliC,fliC,NA,NA,NA,1
fliE,20,A10,-1,fliE,fliE,NA,NA,NA,1
fliF,20,A6,1,"fliF,fliG,fliH,fliI,fliJ,fliK",NA,"fliF,fliG,fliH,fliI,fliJ,fliK",fliFGHIJK,NA,1
fliL,20,D10,1,"fliL,fliM,fliN,fliO,fliP,fliQ,fliR",NA,"fliL,fliM,fliN,fliO,fliP,fliQ,fliR",fliLMNOPQR,NA,1
fliY,20,H4,-1,NA,NA,NA,NA,NA,0
flk,4,H8,1,flk,flk,NA,NA,NA,1
focA,16,A1,-1,"focA,pflB",NA,"focA,pflB",focA-pflB,NA,1
folA,7,E11,1,folA,folA,NA,NA,NA,1
folB,5,F1,-1,folB,folB,NA,NA,NA,1
folC,7,A11,-1,"folC,dedD",NA,"folC,dedD",folC-dedD,NA,1
folD,7,G9,-1,"folD,ybcJ",NA,"folD,ybcJ",folD-ybcJ,NA,1
folE,7,H2,-1,"folE,yeiB",NA,"folE,yeiB",folE-yeiB,NA,1
folX,6,F1,1,"folX,yfcH",NA,"folX,yfcH",folX-yfcH,NA,1
fpr,4,C8,-1,fpr,fpr,NA,NA,NA,1
frdA,2,B5,-1,"frdA,frdB,frdC,frdD",NA,"frdA,frdB,frdC,frdD",frdABCD,NA,1
frlA,17,B5,1,"frlA,frlB,frlC,frlD,frlR",NA,"frlA,frlB,frlC,frlD,frlR",frlABCDR,NA,1
frr,9,D3,1,frr,frr,NA,NA,NA,1
fruB,2,B8,-1,"fruB,fruK,fruA",NA,"fruB,fruK,fruA",fruBKA,NA,1
fruL,1,F8,1,cra,cra,NA,NA,NA,1
fryB,6,C7,-1,"fryB,fryC,ypdF,ypdE,fryA",NA,"fryB,fryC,ypdF,ypdE,fryA",fryBC-ypdFE-fryA,NA,1
fsaA,3,E12,1,fsaA,fsaA,NA,NA,NA,1
fsr,16,D1,-1,fsr,fsr,NA,NA,NA,1
ftsH,4,E1,-1,ftsH,ftsH,NA,NA,ftsH,1
ftsJ,11,E1,-1,"rlmE,ftsH",NA,"rlmE,ftsH",rlmE-ftsH,ftsH,1
ftsK,12,G9,1,ftsK,ftsK,NA,NA,NA,1
ftsN,11,C8,-1,ftsN,ftsN,NA,NA,NA,1
ftsQ,15,G5,1,ftsQ,ftsQ,NA,NA,ftsQ,1
ftsY,11,E2,-1,"ftsY,ftsE,ftsX",NA,"ftsY,ftsE,ftsX",ftsYEX,NA,1
ftsZ,20,A5,1,ftsZ,ftsZ,NA,NA,ftsZ,1
fucR,3,D5,1,fucR,fucR,NA,NA,NA,1
fumB,2,H11,-1,fumB,fumB,NA,NA,NA,1
fur,13,C1,-1,NA,NA,NA,NA,NA,1
fxsA,5,E4,1,fxsA,fxsA,NA,NA,NA,1
gadB,6,A9,-1,"gadB,gadC",NA,"gadB,gadC",gadBC,gadC,1
gadW,2,D11,-1,gadW,gadW,NA,NA,NA,1
gadX,12,F5,-1,gadX,gadX,NA,NA,NA,1
galE,3,A11,-1,"galE,galT,galK,galM",NA,"galE,galT,galK,galM",galETKM,NA,1
galP,20,H6,1,galP,galP,NA,NA,NA,1
galR,3,D8,1,galR,galR,NA,NA,NA,1
galS,3,B4,-1,galS,galS,NA,NA,NA,1
galU,3,D2,1,galU,galU,NA,NA,NA,1
garD,20,C12,1,garD,garD,NA,NA,NA,1
gatR_1,3,E1,-1,NA,NA,NA,NA,NA,1
gatY,3,B3,-1,"gatY,gatZ,gatA,gatB,gatC,gatD",NA,"gatY,gatZ,gatA,gatB,gatC,gatD",gatYZABCD,NA,1
gcl,6,F8,1,"gcl,hyi,glxR,ybbW,allB,ybbY,glxK",NA,"gcl,hyi,glxR,ybbW,allB,ybbY,glxK",gcl-hyi-glxR-ybbW-allB-ybbY-glxK,glxK,1
gcvA,6,B4,-1,gcvA,gcvA,NA,NA,NA,1
gcvP,6,B5,-1,gcvP,gcvP,NA,NA,gcvP,1
gcvT,4,C5,-1,"gcvT,gcvH,gcvP",NA,"gcvT,gcvH,gcvP",gcvTHP,gcvP,1
ggt,18,C7,-1,ggt,ggt,NA,NA,NA,1
ghrA,8,A7,1,ghrA,ghrA,NA,NA,NA,1
glcB,1,H4,-1,glcB,glcB,NA,NA,NA,1
glcC,3,D10,1,glcC,glcC,NA,NA,NA,1
glgB,9,A11,-1,"glgB,glgX,glgC,glgA,glgP",NA,"glgB,glgX,glgC,glgA,glgP",glgBXCAP,NA,1
glgS,9,E8,-1,glgS,glgS,NA,NA,NA,1
glmU,4,C7,-1,"glmU,glmS",NA,"glmU,glmS",glmUS,NA,1
glnA,20,E2,-1,"glnA,glnL,glnG",NA,"glnA,glnL,glnG",glnALG,glnL,1
glnB,1,F1,-1,glnB,glnB,NA,NA,NA,1
glnH,16,F4,-1,"glnH,glnP,glnQ",NA,"glnH,glnP,glnQ",glnHPQ,NA,1
glnK,6,F7,1,"glnK,amtB",NA,"glnK,amtB",glnK-amtB,NA,1
glnL,1,F7,-1,glnL,glnL,NA,NA,glnL,1
glnU,8,F1,-1,glnW,glnW,NA,NA,NA,1
glnW,8,F2,-1,NA,NA,NA,NA,NA,2
gloA,6,G1,1,gloA,gloA,NA,NA,NA,1
glpA,16,G9,1,"glpA,glpB,glpC",NA,"glpA,glpB,glpC",glpABC,NA,1
glpD,3,F8,1,glpD,glpD,NA,NA,NA,1
glpE,4,B8,-1,"glpE,glpG,glpR",NA,"glpE,glpG,glpR",glpEGR,NA,1
glpX,2,E8,-1,glpX,glpX,NA,NA,NA,1
gltA,2,C5,-1,gltA,gltA,NA,NA,NA,1
gltB,20,F7,1,"gltB,gltD,gltF",NA,"gltB,gltD,gltF",gltBDF,NA,1
gltJ,14,C4,-1,gltJ,gltJ,NA,NA,NA,1
gltX,10,F1,-1,NA,NA,NA,NA,NA,3
glxK,1,G9,1,glxK,glxK,NA,NA,glxK,1
glyA,1,E12,-1,glyA,glyA,NA,NA,NA,1
glyQ,10,F4,-1,"glyQ,glyS,ysaB",ysaB,"glyQ,glyS",glyQS,NA,1
glyU,8,E1,-1,glyU,glyU,NA,NA,NA,1
gmk,20,E9,1,gmk,gmk,NA,NA,NA,1
gmr,16,B2,-1,pdeR,pdeR,NA,NA,NA,1
gnd,1,G11,-1,gnd,gnd,NA,NA,NA,1
gntK,17,E8,-1,gntK,gntK,NA,NA,gntK,1
gntP,16,D9,-1,gntP,gntP,NA,NA,NA,1
gntR,1,H6,-1,"gntR,gntK,gntU",NA,"gntR,gntK,gntU",gntRKU,gntK,1
gntT,16,H9,1,gntT,gntT,NA,NA,NA,1
gpp,20,E5,-1,gpp,gpp,NA,NA,NA,1
gpt,10,G5,1,gpt,gpt,NA,NA,NA,1
greA,9,E9,-1,greA,greA,NA,NA,NA,1
greB,20,D11,1,greB,greB,NA,NA,NA,1
groE,20,F9,NA,NA,NA,NA,NA,NA,NA
grpE,17,G1,-1,grpE,grpE,NA,NA,NA,1
grxA,18,C1,-1,grxA,grxA,NA,NA,NA,1
grxB,17,E3,-1,grxB,grxB,NA,NA,NA,1
grxC,17,E9,-1,grxC,grxC,NA,NA,NA,1
gshA,17,E7,-1,gshA,gshA,NA,NA,NA,1
gsk,5,D11,1,gsk,gsk,NA,NA,NA,1
gssA,6,H12,1,NA,NA,NA,NA,NA,0
gst,18,A7,1,gstA,gstA,NA,NA,NA,1
guaA,5,F11,-1,guaA,guaA,NA,NA,guaA,1
guaB,4,G6,-1,"guaB,guaA",NA,"guaB,guaA",guaBA,guaA,1
guaC,5,H10,1,guaC,guaC,NA,NA,NA,1
gudP,21,A4,-1,"gudP,gudX,gudD",NA,"gudP,gudX,gudD",gudPXD,NA,1
gutM,3,D3,1,srlM,srlM,NA,NA,NA,1
gyrB,20,A11,-1,gyrB,gyrB,NA,NA,NA,1
hcaR,3,E2,-1,hcaR,hcaR,NA,NA,NA,1
hcaT,16,F5,-1,hcaT,hcaT,NA,NA,NA,1
hcp,7,C7,-1,"hcp,hcr",NA,"hcp,hcr",hcp-hcr,NA,1
hda,10,D6,-1,hda,hda,NA,NA,NA,1
hdeA,19,A2,-1,"hdeA,hdeB,yhiD",NA,"hdeA,hdeB,yhiD",hdeAB-yhiD,"hdeB,yhiD",1
hdeB,2,D10,-1,hdeB,hdeB,NA,NA,hdeB,1
hdeD,18,C11,1,hdeD,hdeD,NA,NA,NA,1
hdfR,9,F1,-1,hdfR,hdfR,NA,NA,NA,1
hdhA,6,A10,-1,hdhA,hdhA,NA,NA,NA,1
helD,10,A3,1,helD,helD,NA,NA,NA,1
hemA,7,G3,1,"hemA,prfA,prmC",NA,"hemA,prfA,prmC",hemA-prfA-prmC,NA,1
hemB,7,A3,-1,hemB,hemB,NA,NA,NA,1
hemC,20,G1,-1,"hemC,hemD,hemX,hemY",NA,"hemC,hemD,hemX,hemY",hemCDXY,NA,1
hemG,7,E7,1,hemG,hemG,NA,NA,hemG,1
hemH,7,E12,1,hemH,hemH,NA,NA,NA,1
hemL,7,G8,-1,hemL,hemL,NA,NA,NA,1
hemN,7,F7,1,hemN,hemN,NA,NA,NA,1
hepA,8,D6,-1,"rapA,rluA",NA,"rapA,rluA",rapA-rluA,NA,1
hfq,2,E12,1,hfq,hfq,NA,NA,NA,1
hipB,18,H4,-1,"hipB,hipA",NA,"hipB,hipA",hipBA,NA,1
hisJ,14,H11,-1,hisJ,hisJ,NA,NA,NA,1
hisL,1,B1,1,"hisL,hisG,hisD,hisC,hisB,hisH,hisA,hisF,hisI",NA,"hisL,hisG,hisD,hisC,hisB,hisH,hisA,hisF,hisI",hisLGDCBHAFI,NA,1
hisQ,14,D2,-1,hisQ,hisQ,NA,NA,NA,1
hisS,10,B10,-1,hisS,hisS,NA,NA,NA,1
hlyE,20,F4,-1,hlyE,hlyE,NA,NA,NA,1
hofM,19,B7,-1,"hofM,hofN,hofO,hofP",NA,"hofM,hofN,hofO,hofP",hofMNOP,NA,1
hrpA,9,G2,1,hrpA,hrpA,NA,NA,NA,1
hrpB,10,A1,1,hrpB,hrpB,NA,NA,NA,1
hscB,13,E12,-1,"hscB,hscA,fdx,iscX",NA,"hscB,hscA,fdx,iscX",hscBA-fdx-iscX,NA,1
hscC,7,B9,-1,hscC,hscC,NA,NA,NA,1
hsdM,9,H2,-1,hsdM,hsdM,NA,NA,hsdM,1
hsdR,4,G12,-1,"hsdR,hsdM,hsdS",NA,"hsdR,hsdM,hsdS",hsdRMS,hsdM,1
hslJ,11,C2,-1,hslJ,hslJ,NA,NA,NA,1
hslV,4,E2,-1,"hslV,hslU",NA,"hslV,hslU",hslVU,NA,1
htpG,20,B9,1,htpG,htpG,NA,NA,NA,1
htpX,11,B11,-1,htpX,htpX,NA,NA,NA,1
htrA,4,E10,1,degP,degP,NA,NA,NA,1
htrL,19,B9,-1,htrL,htrL,NA,NA,NA,1
hupA,10,C9,1,hupA,hupA,NA,NA,NA,1
hupB,10,C5,1,hupB,hupB,NA,NA,NA,1
hyaA,8,A6,1,"hyaA,hyaB,hyaC,hyaD,hyaE,hyaF",NA,"hyaA,hyaB,hyaC,hyaD,hyaE,hyaF",hyaABCDEF,NA,1
hybO,4,D2,-1,"hybO,hybA,hybB,hybC,hybD,hybE,hybF,hybG",NA,"hybO,hybA,hybB,hybC,hybD,hybE,hybF,hybG",hybOABCDEFG,NA,1
hycB,4,A4,-1,hycB,hycB,NA,NA,NA,1
hydN,4,A3,-1,"hydN,hypF",NA,"hydN,hypF",hydN-hypF,NA,1
hyfR,5,C9,1,hyfR,hyfR,NA,NA,NA,1
iaaA,7,G2,1,"iaaA,gsiA,gsiB,gsiC,gsiD",NA,"iaaA,gsiA,gsiB,gsiC,gsiD",iaaA-gsiABCD,NA,1
iap,8,H6,1,iap,iap,NA,NA,NA,1
ibpB,11,C7,-1,ibpB,ibpB,NA,NA,NA,1
icd,1,H11,1,icd,icd,NA,NA,NA,1
idi,11,B2,1,idi,idi,NA,NA,NA,1
idnK,2,G4,1,idnK,idnK,NA,NA,NA,1
idnR,2,D9,-1,idnR,idnR,NA,NA,NA,1
idnT,16,A6,-1,idnT,idnT,NA,NA,NA,1
ihfB,20,B6,1,ihfB,ihfB,NA,NA,ihfB,1
ileV,8,C2,1,ileT,ileT,NA,NA,ileT,1
ileX,12,E4,1,ileX,ileX,NA,NA,NA,1
ilvC,1,C2,1,ilvC,ilvC,NA,NA,NA,1
ilvD,12,H3,1,ilvD,ilvD,NA,NA,ilvD,1
ilvI,1,A4,1,"ilvI,ilvH",NA,"ilvI,ilvH",ilvIH,NA,1
ilvL,1,C1,1,"ilvL,ilvX,ilvG_1,ilvG_2,ilvM,ilvE,ilvD,ilvA",NA,"ilvL,ilvX,ilvG_1,ilvG_2,ilvM,ilvE,ilvD,ilvA",ilvLXG_1G_2MEDA,ilvD,1
ilvY,1,D7,-1,ilvY,ilvY,NA,NA,NA,1
imp,11,D6,-1,"lptD,surA,pdxA,rsmA,apaG,apaH",NA,"lptD,surA,pdxA,rsmA,apaG,apaH",lptD-surA-pdxA-rsmA-apaGH,NA,1
inaA,11,D10,-1,inaA,inaA,NA,NA,NA,1
infA,8,H12,-1,infA,infA,NA,NA,NA,1
insA_1,13,G3,-1,"insA-1,insAB-1,insB-1",NA,"insA-1,insAB-1,insB-1",insAB-1A-1B-1,NA,1
insA_2,13,H2,-1,"insA-2,insAB-2,insB-2,afuB,afuC",NA,"insA-2,insAB-2,insB-2,afuB,afuC",insAB-2A-2B-2-afuBC,NA,1
insA_3,12,A1,-1,"insA-3,insAB-3,insB-3",NA,"insA-3,insAB-3,insB-3",insAB-3A-3B-3,NA,1
insA_7,6,H6,1,insA,insA,NA,NA,NA,1
insB_4,4,A2,1,"insA-4,insAB-4,insB-4",NA,"insA-4,insAB-4,insB-4",insA-4AB-4B-4,NA,1
intA,2,D3,1,intA,intA,NA,NA,NA,1
intB,2,F11,1,intB,intB,intB,intB,NA,1
intF,7,A8,-1,intF,intF,NA,NA,NA,1
intS,5,C7,1,intS,intS,NA,NA,NA,1
intZ,2,G2,1,intZ,intZ,NA,NA,NA,1
iscR,10,D9,-1,"iscR,iscS,iscU,iscA",NA,"iscR,iscS,iscU,iscA",iscRSUA,iscS,1
iscS,10,D8,-1,iscS,iscS,NA,NA,iscS,1
ispB,7,G5,1,ispB,ispB,NA,NA,NA,1
katE,13,E4,1,katE,katE,NA,NA,NA,1
katG,20,D12,1,katG,katG,NA,NA,NA,1
kbaZ,7,H7,1,"kbaZ,agaV,agaW,agaA",NA,"kbaZ,agaV,agaW,agaA",kbaZ-agaVWA,NA,1
kbl,4,C6,-1,"kbl,tdh",NA,"kbl,tdh",kbl-tdh,NA,1
kch,17,F1,-1,kch,kch,NA,NA,NA,1
kdgR,16,D5,-1,kdgR,kdgR,NA,NA,NA,1
kdsB,14,B5,1,kdsB,kdsB,NA,NA,NA,1
kdtA,8,H4,1,"waaA,coaD",NA,"waaA,coaD",waaA-coaD,NA,1
kefF,18,A3,1,"kefF,kefC",NA,"kefF,kefC",kefFC,NA,1
kefG,14,H2,-1,"kefG,kefB,yheV",NA,"kefG,kefB,yheV",kefGB-yheV,NA,1
kil,15,F12,-1,"kilR,ydaE",NA,"kilR,ydaE",kilR-ydaE,NA,1
lacA,21,A9,-1,lacA,lacA,NA,NA,lacA,1
lacI,20,H2,-1,lacI,lacI,NA,NA,lacI,1
lacY,15,H10,-1,lacY,lacY,NA,NA,lacY,1
lacZ,6,H1,-1,"lacZ,lacY,lacA",NA,"lacZ,lacY,lacA",lacZYA,"lacY,lacA",1
lacZ,17,H1,-1,"lacZ,lacY,lacA",NA,"lacZ,lacY,lacA",lacZYA,"lacY,lacA",1
lacZ,14,H1,-1,"lacZ,lacY,lacA",NA,"lacZ,lacY,lacA",lacZYA,"lacY,lacA",1
lacZ,13,H1,-1,"lacZ,lacY,lacA",NA,"lacZ,lacY,lacA",lacZYA,"lacY,lacA",1
lacZ,20,C1,-1,"lacZ,lacY,lacA",NA,"lacZ,lacY,lacA",lacZYA,"lacY,lacA",1
lacZ,8,H1,-1,"lacZ,lacY,lacA",NA,"lacZ,lacY,lacA",lacZYA,"lacY,lacA",1
lacZ,4,H1,-1,"lacZ,lacY,lacA",NA,"lacZ,lacY,lacA",lacZYA,"lacY,lacA",1
lacZ,12,H1,-1,"lacZ,lacY,lacA",NA,"lacZ,lacY,lacA",lacZYA,"lacY,lacA",1
lacZ,1,H1,-1,"lacZ,lacY,lacA",NA,"lacZ,lacY,lacA",lacZYA,"lacY,lacA",1
lacZ,7,H1,-1,"lacZ,lacY,lacA",NA,"lacZ,lacY,lacA",lacZYA,"lacY,lacA",1
lacZ,15,H1,-1,"lacZ,lacY,lacA",NA,"lacZ,lacY,lacA",lacZYA,"lacY,lacA",1
lacZ,3,H1,-1,"lacZ,lacY,lacA",NA,"lacZ,lacY,lacA",lacZYA,"lacY,lacA",1
lacZ,5,H1,-1,"lacZ,lacY,lacA",NA,"lacZ,lacY,lacA",lacZYA,"lacY,lacA",1
lacZ,9,H1,-1,"lacZ,lacY,lacA",NA,"lacZ,lacY,lacA",lacZYA,"lacY,lacA",1
lacZ,11,H1,-1,"lacZ,lacY,lacA",NA,"lacZ,lacY,lacA",lacZYA,"lacY,lacA",1
lacZ,2,H1,-1,"lacZ,lacY,lacA",NA,"lacZ,lacY,lacA",lacZYA,"lacY,lacA",1
lacZ,2,C8,-1,"lacZ,lacY,lacA",NA,"lacZ,lacY,lacA",lacZYA,"lacY,lacA",1
lacZ,16,H1,-1,"lacZ,lacY,lacA",NA,"lacZ,lacY,lacA",lacZYA,"lacY,lacA",1
lacZ,10,H1,-1,"lacZ,lacY,lacA",NA,"lacZ,lacY,lacA",lacZYA,"lacY,lacA",1
lacZ,18,H1,-1,"lacZ,lacY,lacA",NA,"lacZ,lacY,lacA",lacZYA,"lacY,lacA",1
lacZ,20,H1,-1,"lacZ,lacY,lacA",NA,"lacZ,lacY,lacA",lacZYA,"lacY,lacA",1
lacZ,19,H1,-1,"lacZ,lacY,lacA",NA,"lacZ,lacY,lacA",lacZYA,"lacY,lacA",1
lctP,16,H11,1,"lldP,lldR,lldD",NA,"lldP,lldR,lldD",lldPRD,NA,1
ldhA,13,A9,-1,ldhA,ldhA,NA,NA,NA,1
lepA,9,A5,-1,"lepA,lepB",NA,"lepA,lepB",lepAB,NA,1
leuA,20,F1,-1,leuA,leuA,NA,NA,NA,1
leuS,2,B1,-1,"leuS,lptE,holA,nadD,cobC",NA,"leuS,lptE,holA,nadD,cobC",leuS-lptE-holA-nadD-cobC,NA,1
lexA,20,F11,1,"lexA,dinF",NA,"lexA,dinF",lexA-dinF,NA,1
lgt,9,A7,-1,"lgt,thyA",NA,"lgt,thyA",lgt-thyA,NA,1
ligA,9,G11,-1,"ligA,ypeB",NA,"ligA,ypeB",ligA-ypeB,NA,1
ligB,20,E3,-1,ligB,ligB,NA,NA,NA,1
ligT,10,E6,-1,thpR,thpR,NA,NA,NA,1
lipA,7,A5,-1,lipA,lipA,NA,NA,NA,1
lipB,7,A6,-1,lipB,lipB,NA,NA,NA,1
lit,12,D2,1,lit,lit,NA,NA,NA,1
lolA,13,F11,1,"lolA,rarA",NA,"lolA,rarA",lolA-rarA,NA,1
lolB,7,G12,-1,"lolB,ispE,prs",NA,"lolB,ispE,prs",lolB-ispE-prs,NA,1
lolC,14,B7,1,"lolC,lolD,lolE",NA,"lolC,lolD,lolE",lolCDE,NA,1
lon,20,G9,1,lon,lon,NA,NA,lon,1
lpd,1,F9,1,lpd,lpd,NA,NA,lpd,1
lpp,18,E8,1,lpp,lpp,NA,NA,NA,1
lpxC,9,D2,1,lpxC,lpxC,NA,NA,lpxC,1
lpxP,9,G1,1,lpxP,lpxP,NA,NA,NA,1
lsrR,17,D7,-1,"lsrR,lsrK",NA,"lsrR,lsrK",lsrRK,lsrK,1
luxS,6,D6,-1,luxS,luxS,NA,NA,NA,1
lysA,1,D2,-1,lysA,lysA,NA,NA,NA,1
lysR,1,B8,1,lysR,lysR,NA,NA,NA,1
lysU,10,C1,-1,lysU,lysU,NA,NA,NA,1
macA,2,F12,1,"macA,macB",NA,"macA,macB",macAB,NA,1
maeB,2,B4,-1,maeB,maeB,NA,NA,NA,1
malE,1,F12,-1,"malE,malF,malG",NA,"malE,malF,malG",malEFG,malF,1
malF,20,B1,-1,malF,malF,NA,NA,malF,1
malI,20,H5,-1,malI,malI,NA,NA,NA,1
malS,10,G10,1,malS,malS,NA,NA,NA,1
malX,20,G7,1,"malX,malY",NA,"malX,malY",malXY,NA,1
manX,17,D1,1,"manX,manY,manZ",NA,"manX,manY,manZ",manXYZ,manY,1
